,enumerator,family,family_2,misc1,misc2,misc3,file,path
1982,Wina (WS),Combretaceae,003_Quisqualis indica,,,,003_CID445639_OLEIC-ACID.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Combretaceae/003_Quisqualis indica/003_CID445639_OLEIC-ACID.sdf
1983,Wina (WS),Combretaceae,003_Quisqualis indica,,,,003_CID985_PALMITIC-ACID.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Combretaceae/003_Quisqualis indica/003_CID985_PALMITIC-ACID.sdf
1984,Wina (WS),Combretaceae,003_Quisqualis indica,,,,003_CID12303662_PHYTOSTEROLS.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Combretaceae/003_Quisqualis indica/003_CID12303662_PHYTOSTEROLS.sdf
1985,Wina (WS),Combretaceae,003_Quisqualis indica,,,,003_CID1110_SUCCINIC-ACID.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Combretaceae/003_Quisqualis indica/003_CID1110_SUCCINIC-ACID.sdf
1986,Wina (WS),Combretaceae,003_Quisqualis indica,,,,003_CID875_TARTARIC-ACID.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Combretaceae/003_Quisqualis indica/003_CID875_TARTARIC-ACID.sdf
1987,Wina (WS),Radiculaceae,004_Radicula armoracia_Radicula,,,,004_CID44259136_ 3-O-BETA-D-QUERCETIN-GLUCOSIDE.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Radiculaceae/004_Radicula armoracia_Radicula/004_CID44259136_ 3-O-BETA-D-QUERCETIN-GLUCOSIDE.sdf
1988,Wina (WS),Radiculaceae,004_Radicula armoracia_Radicula,,,,004_CID5281416_AESCULETIN.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Radiculaceae/004_Radicula armoracia_Radicula/004_CID5281416_AESCULETIN.sdf
1989,Wina (WS),Radiculaceae,004_Radicula armoracia_Radicula,,,,004_CID54670067_ASCORBIC-ACID.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Radiculaceae/004_Radicula armoracia_Radicula/004_CID54670067_ASCORBIC-ACID.sdf
1990,Wina (WS),Radiculaceae,004_Radicula armoracia_Radicula,,,,004_CID6267_ASPARAGINE.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Radiculaceae/004_Radicula armoracia_Radicula/004_CID6267_ASPARAGINE.sdf
1991,Wina (WS),Radiculaceae,004_Radicula armoracia_Radicula,,,,004_CID222284_BETA-SITOSTEROL.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Radiculaceae/004_Radicula armoracia_Radicula/004_CID222284_BETA-SITOSTEROL.sdf
1992,Wina (WS),Radiculaceae,004_Radicula armoracia_Radicula,,,,004_CID11754080_BIOSIDE.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Radiculaceae/004_Radicula armoracia_Radicula/004_CID11754080_BIOSIDE.sdf
1993,Wina (WS),Radiculaceae,004_Radicula armoracia_Radicula,,,,004_CID689043_CAFFEIC-ACID.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Radiculaceae/004_Radicula armoracia_Radicula/004_CID689043_CAFFEIC-ACID.sdf
1994,Wina (WS),Radiculaceae,004_Radicula armoracia_Radicula,,,,004_CID5280863_ KAEMPFEROL.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Radiculaceae/004_Radicula armoracia_Radicula/004_CID5280863_ KAEMPFEROL.sdf
1995,Wina (WS),Radiculaceae,004_Radicula armoracia_Radicula,,,,004_CID12303662_PHYTOSTEROLS.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Radiculaceae/004_Radicula armoracia_Radicula/004_CID12303662_PHYTOSTEROLS.sdf
1996,Wina (WS),Radiculaceae,004_Radicula armoracia_Radicula,,,,004_CID5280343_QUERCETIN.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Radiculaceae/004_Radicula armoracia_Radicula/004_CID5280343_QUERCETIN.sdf
1997,Wina (WS),Radiculaceae,004_Radicula armoracia_Radicula,,,,004_CID493570_RIBOFLAVIN.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Radiculaceae/004_Radicula armoracia_Radicula/004_CID493570_RIBOFLAVIN.sdf
1998,Wina (WS),Radiculaceae,004_Radicula armoracia_Radicula,,,,004_CID5280794_STIGMASTEROL.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Radiculaceae/004_Radicula armoracia_Radicula/004_CID5280794_STIGMASTEROL.sdf
1999,Wina (WS),Radiculaceae,004_Radicula armoracia_Radicula,,,,004_CID1130_THIAMIN.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Radiculaceae/004_Radicula armoracia_Radicula/004_CID1130_THIAMIN.sdf
2000,Wina (WS),Ramalinaceae,005_Ramalina calicaris-Ramalina,,,,001_CID99613_LECANORIC ACID.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Ramalinaceae/005_Ramalina calicaris-Ramalina/001_CID99613_LECANORIC ACID.sdf
2001,Wina (WS),Ramalinaceae,005_Ramalina calicaris-Ramalina,,,,002_CID5317419_FUMARPROTOCETRARIC ACID .sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Ramalinaceae/005_Ramalina calicaris-Ramalina/002_CID5317419_FUMARPROTOCETRARIC ACID .sdf
2002,Wina (WS),Ramalinaceae,005_Ramalina calicaris-Ramalina,,,,003_CID10829_EVERNIC ACID .sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Ramalinaceae/005_Ramalina calicaris-Ramalina/003_CID10829_EVERNIC ACID .sdf
2003,Wina (WS),Rubiaceae,Randia Spinosa ,,,,1_CID107848_Geniposide.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Randia Spinosa /1_CID107848_Geniposide.sdf
2004,Wina (WS),Rubiaceae,Randia Spinosa ,,,,2_CID442423_Gardenoside.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Randia Spinosa /2_CID442423_Gardenoside.sdf
2005,Wina (WS),Rubiaceae,Randia Spinosa ,,,,3_CID118701382_6beta-Hydroxygeniposide.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Randia Spinosa /3_CID118701382_6beta-Hydroxygeniposide.sdf
2006,Wina (WS),Rubiaceae,Randia Spinosa ,,,,5_CID185774_Galioside.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Randia Spinosa /5_CID185774_Galioside.sdf
2007,Wina (WS),Rubiaceae,Anthocephalus cadamba,,,,Conformer3D_CID_162138.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Anthocephalus cadamba/Conformer3D_CID_162138.sdf
2008,Wina (WS),Rubiaceae,Anthocephalus cadamba,,,,Conformer3D_CID_21723831.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Anthocephalus cadamba/Conformer3D_CID_21723831.sdf
2009,Wina (WS),Rubiaceae,Cephaelis ipecacuanha,,,,Conformer3D_CID_72341.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cephaelis ipecacuanha/Conformer3D_CID_72341.sdf
2010,Wina (WS),Rubiaceae,Cephaelis ipecacuanha,,,,Conformer3D_CID_442195.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cephaelis ipecacuanha/Conformer3D_CID_442195.sdf
2011,Wina (WS),Rubiaceae,Cephaelis ipecacuanha,,,,Conformer3D_CID_442217.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cephaelis ipecacuanha/Conformer3D_CID_442217.sdf
2012,Wina (WS),Rubiaceae,Cephaelis ipecacuanha,,,,Conformer3D_CID_10219.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cephaelis ipecacuanha/Conformer3D_CID_10219.sdf
2013,Wina (WS),Rubiaceae,Cephaelis ipecacuanha,,,,Conformer3D_CID_442249.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cephaelis ipecacuanha/Conformer3D_CID_442249.sdf
2014,Wina (WS),Rubiaceae,Cephaelis ipecacuanha,,,,Conformer3D_CID_65380.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cephaelis ipecacuanha/Conformer3D_CID_65380.sdf
2015,Wina (WS),Rubiaceae,Cephaelis ipecacuanha,,,,Conformer3D_CID_101609023.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cephaelis ipecacuanha/Conformer3D_CID_101609023.sdf
2016,Wina (WS),Rubiaceae,Cephaelis ipecacuanha,,,,Conformer3D_CID_443418.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cephaelis ipecacuanha/Conformer3D_CID_443418.sdf
2017,Wina (WS),Rubiaceae,Cephaelis ipecacuanha,,,,Conformer3D_CID_97043667.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cephaelis ipecacuanha/Conformer3D_CID_97043667.sdf
2018,Wina (WS),Rubiaceae,Cephaelis ipecacuanha,,,,Conformer3D_CID_21629955.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cephaelis ipecacuanha/Conformer3D_CID_21629955.sdf
2019,Wina (WS),Rubiaceae,Cinchona pubescens,,,,Conformer3D_CID_3034034.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona pubescens/Conformer3D_CID_3034034.sdf
2020,Wina (WS),Rubiaceae,Cinchona pubescens,,,,Conformer3D_CID_441074.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona pubescens/Conformer3D_CID_441074.sdf
2021,Wina (WS),Rubiaceae,Cinchona pubescens,,,,Conformer3D_CID_10456516 (1).sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona pubescens/Conformer3D_CID_10456516 (1).sdf
2022,Wina (WS),Rubiaceae,Cinchona pubescens,,,,Conformer3D_CID_21676383.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona pubescens/Conformer3D_CID_21676383.sdf
2023,Wina (WS),Rubiaceae,Cinchona pubescens,,,,Conformer3D_CID_21676382.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona pubescens/Conformer3D_CID_21676382.sdf
2024,Wina (WS),Rubiaceae,Cinchona pubescens,,,,Conformer3D_CID_94151.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona pubescens/Conformer3D_CID_94151.sdf
2025,Wina (WS),Rubiaceae,Cinchona pubescens,,,,Conformer3D_CID_10358166.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona pubescens/Conformer3D_CID_10358166.sdf
2026,Wina (WS),Rubiaceae,Cinchona succtrubra,,,,Conformer3D_CID_21676383.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona succtrubra/Conformer3D_CID_21676383.sdf
2027,Wina (WS),Rubiaceae,Cinchona succtrubra,,,,Conformer3D_CID_21676382.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona succtrubra/Conformer3D_CID_21676382.sdf
2028,Wina (WS),Rubiaceae,Cinchona succtrubra,,,,Conformer3D_CID_94151.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona succtrubra/Conformer3D_CID_94151.sdf
2029,Wina (WS),Rubiaceae,Cinchona succtrubra,,,,Conformer3D_CID_10358166.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona succtrubra/Conformer3D_CID_10358166.sdf
2030,Wina (WS),Rubiaceae,Cinchona succtrubra,,,,Conformer3D_CID_10456516.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona succtrubra/Conformer3D_CID_10456516.sdf
2031,Wina (WS),Rubiaceae,Cinchona ledgeriana,,,,Conformer3D_CID_10456516.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona ledgeriana/Conformer3D_CID_10456516.sdf
2032,Wina (WS),Rubiaceae,Cinchona ledgeriana,,,,Conformer3D_CID_3034034.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona ledgeriana/Conformer3D_CID_3034034.sdf
2033,Wina (WS),Rubiaceae,Cinchona ledgeriana,,,,Conformer3D_CID_441074.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona ledgeriana/Conformer3D_CID_441074.sdf
2034,Wina (WS),Rubiaceae,Cinchona ledgeriana,,,,Conformer3D_CID_21676383.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona ledgeriana/Conformer3D_CID_21676383.sdf
2035,Wina (WS),Rubiaceae,Cinchona ledgeriana,,,,Conformer3D_CID_21676382.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona ledgeriana/Conformer3D_CID_21676382.sdf
2036,Wina (WS),Rubiaceae,Cinchona ledgeriana,,,,Conformer3D_CID_94151.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona ledgeriana/Conformer3D_CID_94151.sdf
2037,Wina (WS),Rubiaceae,Cinchona ledgeriana,,,,Conformer3D_CID_10358166.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona ledgeriana/Conformer3D_CID_10358166.sdf
2038,Wina (WS),Rubiaceae,Cinchona ledgeriana,,,,Conformer3D_CID_101744.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona ledgeriana/Conformer3D_CID_101744.sdf
2039,Wina (WS),Rubiaceae,Cinchona ledgeriana,,,,Conformer3D_CID_2950.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona ledgeriana/Conformer3D_CID_2950.sdf
2040,Wina (WS),Rubiaceae,Cinchona ledgeriana,,,,Conformer3D_CID_32209.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona ledgeriana/Conformer3D_CID_32209.sdf
2041,Wina (WS),Rubiaceae,Cinchona ledgeriana,,,,Conformer3D_CID_74079809.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona ledgeriana/Conformer3D_CID_74079809.sdf
2042,Wina (WS),Rubiaceae,Cinchona ledgeriana,,,,Conformer3D_CID_76319464.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona ledgeriana/Conformer3D_CID_76319464.sdf
2043,Wina (WS),Rubiaceae,Cinchona ledgeriana,,,,Conformer3D_CID_157080.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona ledgeriana/Conformer3D_CID_157080.sdf
2044,Wina (WS),Rubiaceae,Cinchona ledgeriana,,,,Conformer3D_CID_161336.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona ledgeriana/Conformer3D_CID_161336.sdf
2045,Wina (WS),Rubiaceae,Cinchona ledgeriana,,,,Conformer3D_CID_90454.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona ledgeriana/Conformer3D_CID_90454.sdf
2046,Wina (WS),Rubiaceae,Cinchona ledgeriana,,,,Conformer3D_CID_25201712.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona ledgeriana/Conformer3D_CID_25201712.sdf
2047,Wina (WS),Rubiaceae,Cinchona ledgeriana,,,,Conformer3D_CID_12304043.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona ledgeriana/Conformer3D_CID_12304043.sdf
2048,Wina (WS),Rubiaceae,Cinchona officinalis,,,,Conformer3D_CID_10456516.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona officinalis/Conformer3D_CID_10456516.sdf
2049,Wina (WS),Rubiaceae,Cinchona officinalis,,,,Conformer3D_CID_3034034.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona officinalis/Conformer3D_CID_3034034.sdf
2050,Wina (WS),Rubiaceae,Cinchona officinalis,,,,Conformer3D_CID_441074.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona officinalis/Conformer3D_CID_441074.sdf
2051,Wina (WS),Rubiaceae,Cinchona officinalis,,,,Conformer3D_CID_21676383.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona officinalis/Conformer3D_CID_21676383.sdf
2052,Wina (WS),Rubiaceae,Cinchona officinalis,,,,Conformer3D_CID_21676382.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona officinalis/Conformer3D_CID_21676382.sdf
2053,Wina (WS),Rubiaceae,Cinchona officinalis,,,,Conformer3D_CID_94151.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona officinalis/Conformer3D_CID_94151.sdf
2054,Wina (WS),Rubiaceae,Cinchona officinalis,,,,Conformer3D_CID_10358166.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona officinalis/Conformer3D_CID_10358166.sdf
2055,Wina (WS),Rubiaceae,Cinchona officinalis,,,,Conformer3D_CID_101744.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona officinalis/Conformer3D_CID_101744.sdf
2056,Wina (WS),Rubiaceae,Cinchona officinalis,,,,Conformer3D_CID_90454.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona officinalis/Conformer3D_CID_90454.sdf
2057,Wina (WS),Rubiaceae,Cinchona officinalis,,,,Conformer3D_CID_25201712.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona officinalis/Conformer3D_CID_25201712.sdf
2058,Wina (WS),Rubiaceae,Cinchona officinalis,,,,Conformer3D_CID_12304043.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona officinalis/Conformer3D_CID_12304043.sdf
2059,Wina (WS),Rubiaceae,Cinchona officinalis,,,,Conformer3D_CID_91503.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona officinalis/Conformer3D_CID_91503.sdf
2060,Wina (WS),Rubiaceae,Cinchona officinalis,,,,Conformer3D_CID_161336 (1).sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Cinchona officinalis/Conformer3D_CID_161336 (1).sdf
2061,Wina (WS),Rubiaceae,Coffea arabica ,,,,Conformer3D_CID_5570.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea arabica /Conformer3D_CID_5570.sdf
2062,Wina (WS),Rubiaceae,Coffea arabica ,,,,Conformer3D_CID_5280450.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea arabica /Conformer3D_CID_5280450.sdf
2063,Wina (WS),Rubiaceae,Coffea arabica ,,,,Conformer3D_CID_11005.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea arabica /Conformer3D_CID_11005.sdf
2064,Wina (WS),Rubiaceae,Coffea arabica ,,,,Conformer3D_CID_445639.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea arabica /Conformer3D_CID_445639.sdf
2065,Wina (WS),Rubiaceae,Coffea arabica ,,,,Conformer3D_CID_985.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea arabica /Conformer3D_CID_985.sdf
2066,Wina (WS),Rubiaceae,Coffea arabica ,,,,Conformer3D_CID_222284.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea arabica /Conformer3D_CID_222284.sdf
2067,Wina (WS),Rubiaceae,Coffea arabica ,,,,Conformer3D_CID_689043.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea arabica /Conformer3D_CID_689043.sdf
2068,Wina (WS),Rubiaceae,Coffea arabica ,,,,Conformer3D_CID_493570.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea arabica /Conformer3D_CID_493570.sdf
2069,Wina (WS),Rubiaceae,Coffea arabica ,,,,Conformer3D_CID_5280794.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea arabica /Conformer3D_CID_5280794.sdf
2070,Wina (WS),Rubiaceae,Coffea arabica ,,,,Conformer3D_CID_1130.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea arabica /Conformer3D_CID_1130.sdf
2071,Wina (WS),Rubiaceae,Coffea arabica ,,,,Conformer3D_CID_311 (1).sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea arabica /Conformer3D_CID_311 (1).sdf
2072,Wina (WS),Rubiaceae,Coffea arabica ,,,,Conformer3D_CID_637542.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea arabica /Conformer3D_CID_637542.sdf
2073,Wina (WS),Rubiaceae,Coffea arabica ,,,,Conformer3D_CID_5280489.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea arabica /Conformer3D_CID_5280489.sdf
2074,Wina (WS),Rubiaceae,Coffea arabica ,,,,Conformer3D_CID_3314.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea arabica /Conformer3D_CID_3314.sdf
2075,Wina (WS),Rubiaceae,Coffea arabica ,,,,Conformer3D_CID_190.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea arabica /Conformer3D_CID_190.sdf
2076,Wina (WS),Rubiaceae,Coffea arabica ,,,,Conformer3D_CID_2519.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea arabica /Conformer3D_CID_2519.sdf
2077,Wina (WS),Rubiaceae,Coffea arabica ,,,,Conformer3D_CID_64959.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea arabica /Conformer3D_CID_64959.sdf
2078,Wina (WS),Rubiaceae,Coffea arabica ,,,,Conformer3D_CID_68374.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea arabica /Conformer3D_CID_68374.sdf
2079,Wina (WS),Rubiaceae,Coffea arabica ,,,,Conformer3D_CID_73323.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea arabica /Conformer3D_CID_73323.sdf
2080,Wina (WS),Rubiaceae,Coffea arabica ,,,,Conformer3D_CID_23724732.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea arabica /Conformer3D_CID_23724732.sdf
2081,Wina (WS),Rubiaceae,Coffea arabica ,,,,Conformer3D_CID_4687.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea arabica /Conformer3D_CID_4687.sdf
2082,Wina (WS),Rubiaceae,Coffea arabica ,,,,Conformer3D_CID_1794427 (1).sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea arabica /Conformer3D_CID_1794427 (1).sdf
2083,Wina (WS),Rubiaceae,Coffea arabica ,,,,Conformer3D_CID_971 (1).sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea arabica /Conformer3D_CID_971 (1).sdf
2084,Wina (WS),Rubiaceae,Coffea arabica ,,,,Conformer3D_CID_5280460.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea arabica /Conformer3D_CID_5280460.sdf
2085,Wina (WS),Rubiaceae,Coffea arabica ,,,,Conformer3D_CID_638072.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea arabica /Conformer3D_CID_638072.sdf
2086,Wina (WS),Rubiaceae,Coffea arabica ,,,,Conformer3D_CID_2153.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea arabica /Conformer3D_CID_2153.sdf
2087,Wina (WS),Rubiaceae,Coffea canephora,,,,Conformer3D_CID_190.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea canephora/Conformer3D_CID_190.sdf
2088,Wina (WS),Rubiaceae,Coffea canephora,,,,Conformer3D_CID_2519.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea canephora/Conformer3D_CID_2519.sdf
2089,Wina (WS),Rubiaceae,Coffea canephora,,,,Conformer3D_CID_2153.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea canephora/Conformer3D_CID_2153.sdf
2090,Wina (WS),Rubiaceae,Coffea canephora,,,,Conformer3D_CID_64959.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea canephora/Conformer3D_CID_64959.sdf
2091,Wina (WS),Rubiaceae,Coffea canephora,,,,Conformer3D_CID_68374.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea canephora/Conformer3D_CID_68374.sdf
2092,Wina (WS),Rubiaceae,Coffea canephora,,,,Conformer3D_CID_73323.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea canephora/Conformer3D_CID_73323.sdf
2093,Wina (WS),Rubiaceae,Coffea canephora,,,,Conformer3D_CID_23724732.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea canephora/Conformer3D_CID_23724732.sdf
2094,Wina (WS),Rubiaceae,Coffea canephora,,,,Conformer3D_CID_4687.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea canephora/Conformer3D_CID_4687.sdf
2095,Wina (WS),Rubiaceae,Coffea canephora,,,,Conformer3D_CID_5429.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea canephora/Conformer3D_CID_5429.sdf
2096,Wina (WS),Rubiaceae,Coffea canephora,,,,Conformer3D_CID_222284 (2).sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea canephora/Conformer3D_CID_222284 (2).sdf
2097,Wina (WS),Rubiaceae,Coffea canephora,,,,Conformer3D_CID_5283638.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea canephora/Conformer3D_CID_5283638.sdf
2098,Wina (WS),Rubiaceae,Coffea canephora,,,,Conformer3D_CID_12795736.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea canephora/Conformer3D_CID_12795736.sdf
2099,Wina (WS),Rubiaceae,Coffea canephora,,,,Conformer3D_CID_70639.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea canephora/Conformer3D_CID_70639.sdf
2100,Wina (WS),Rubiaceae,Coffea congensis,,,,Conformer3D_CID_222284.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea congensis/Conformer3D_CID_222284.sdf
2101,Wina (WS),Rubiaceae,Coffea congensis,,,,Conformer3D_CID_12795736.sdf,drive/My Drive/Database Ligan Covid-19/Wina (WS)/Rubiaceae/Coffea congensis/Conformer3D_CID_12795736.sdf
